N_diagnostic_tests_0.025,N_diagnostic_tests_0.25,N_diagnostic_tests_0.75,N_diagnostic_tests_0.975,N_diagnostic_tests_mean,N_diagnostic_tests_median,N_diagnostic_tests_std,N_employee_screens_0.025,N_employee_screens_0.25,N_employee_screens_0.75,N_employee_screens_0.975,N_employee_screens_mean,N_employee_screens_median,N_employee_screens_std,N_preventive_tests_0.025,N_preventive_tests_0.25,N_preventive_tests_0.75,N_preventive_tests_0.975,N_preventive_tests_mean,N_preventive_tests_median,N_preventive_tests_std,N_resident_screens_0.025,N_resident_screens_0.25,N_resident_screens_0.75,N_resident_screens_0.975,N_resident_screens_mean,N_resident_screens_median,N_resident_screens_std,R0_0.025,R0_0.25,R0_0.75,R0_0.975,R0_mean,R0_median,R0_std,duration_0.025,duration_0.25,duration_0.75,duration_0.975,duration_mean,duration_median,duration_std,employee_screen_interval,index_case,infected_employees_0.025,infected_employees_0.25,infected_employees_0.75,infected_employees_0.975,infected_employees_mean,infected_employees_median,infected_employees_std,infected_residents_0.025,infected_residents_0.25,infected_residents_0.75,infected_residents_0.975,infected_residents_mean,infected_residents_median,infected_residents_std,pending_test_infections_0.025,pending_test_infections_0.25,pending_test_infections_0.75,pending_test_infections_0.975,pending_test_infections_mean,pending_test_infections_median,pending_test_infections_std,predetected_infections_0.025,predetected_infections_0.25,predetected_infections_0.75,predetected_infections_0.975,predetected_infections_mean,predetected_infections_median,predetected_infections_std,resident_screen_interval,test_type,transmissions_0.025,transmissions_0.25,transmissions_0.75,transmissions_0.975,transmissions_mean,transmissions_median,transmissions_std,undetected_infections_0.025,undetected_infections_0.25,undetected_infections_0.75,undetected_infections_0.975,undetected_infections_mean,undetected_infections_median,undetected_infections_std
52.0,53.0,459.0,700.0249999999997,276.0573,246.0,216.33530852193627,4.0,4.0,20.0,33.0,13.1773,11.0,9.135371377837963,123.0,158.0,341.0,523.0,265.2486,254.0,114.82820624626586,3.0,4.0,18.0,30.0,11.7306,10.0,8.323457913341276,1.0,1.0,2.0,4.0,1.7439534189310242,1.0,0.9601496910466972,12.0,12.0,44.0,74.0,30.4746,27.0,18.993941976935233,2.0,employee,1.0,1.0,9.0,15.0,5.1144,3.0,4.624527139624821,0.0,0.0,13.0,23.0,6.604,3.0,7.629626800867264,0.0,0.0,8.0,18.0,4.5136,2.0,5.566517192227572,0.0,0.0,4.0,11.0,2.7479,1.0,3.1922663808749805,3.0,two_day_PCR,0.0,0.0,20.0,36.0,10.7184,5.0,12.052934446137018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,409.0,627.0249999999996,263.6561,283.0,185.8161876649875,3.0,4.0,16.0,27.0,11.1353,10.0,7.061528193531681,105.0,158.0,304.0,491.0,244.1006,237.0,105.73707917580884,3.0,4.0,16.0,27.0,10.9251,10.0,7.075641063511204,1.0,1.0,2.0,4.0,1.8324301197946375,2.0,1.0233408801310873,12.0,12.0,39.0,66.0,28.3643,28.0,15.872321146192098,3.0,employee,1.0,1.0,8.0,13.0,4.7143,4.0,3.8850463148445034,0.0,0.0,10.0,20.0,5.9249,4.0,6.238633828427865,0.0,0.0,6.0,14.0,3.5069,2.0,4.323565856115899,0.0,0.0,6.0,11.0,3.2801,1.0,3.5348682463922096,3.0,two_day_PCR,0.0,0.0,17.0,31.0,9.6392,7.0,9.860291369659896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,383.0,606.0,261.2398,286.0,170.97967920495728,2.0,3.0,10.0,17.0,7.0709,7.0,4.315615326180539,88.0,123.0,218.0,345.0,180.4132,175.0,69.5701492475518,3.0,5.0,14.0,25.0,10.572000000000001,10.0,6.2816368803194615,1.0,1.0,3.0,5.0,2.029075942644716,2.0,1.1643940997420572,12.0,17.0,35.0,61.0,27.6409,27.0,13.798115305671233,7.0,employee,1.0,1.0,7.0,12.0,4.4783,4.0,3.4505825250204056,0.0,0.0,9.0,18.0,5.55,4.0,5.504228343098177,0.0,0.0,4.0,10.0,2.2285,1.0,2.9597235929009718,0.0,0.0,7.0,12.0,3.8984,3.0,3.7092928335914017,3.0,two_day_PCR,0.0,1.0,15.0,28.0,9.0283,8.0,8.663763915903933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,105.0,376.0,599.0,268.4865,287.0,162.33528049096168,0.0,2.0,8.0,15.0,5.9111,6.0,3.9406280774724856,70.0,132.0,203.0,326.0,168.2356,167.0,69.09441581249274,3.0,6.0,15.0,25.0,11.0575,11.0,6.122168067293188,1.0,1.0,3.0,5.0,2.181072005969406,2.0,1.2453075685197237,12.0,20.0,36.0,62.0,28.9131,28.0,13.498532121195352,,employee,1.0,2.0,7.0,12.0,4.8469,4.0,3.384288068497281,0.0,1.0,10.0,18.0,6.1313,5.0,5.3737275707650545,0.0,0.0,3.0,9.0,1.989,1.0,2.6744708410128433,0.0,0.0,7.0,12.0,4.3493,4.0,3.809979147463988,3.0,two_day_PCR,0.0,2.0,16.0,28.0,9.9782,9.0,8.420808498094239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,439.0,679.0,273.4121,279.0,205.62560312970814,4.0,5.0,19.0,33.0,13.1878,12.0,8.873274742757944,53.0,88.0,176.0,269.0,140.3374,134.0,56.123561421694056,1.0,2.0,12.0,20.0,7.4873,7.0,5.689857305558353,1.0,1.0,2.0,4.0,1.7474478473146915,1.0,0.9633636227156356,12.0,12.0,40.0,70.0,29.179000000000002,26.0,17.419055696280868,2.0,employee,1.0,1.0,8.0,15.0,5.0805,3.0,4.488522522327735,0.0,0.0,11.0,23.0,6.4095,4.0,7.253817721528003,0.0,0.0,4.0,12.0,2.7222,1.0,3.669383272071716,0.0,1.0,7.0,13.0,3.9903,2.0,4.093223834355483,7.0,two_day_PCR,0.0,0.0,18.0,37.0,10.49,7.0,11.522342489166155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,377.0,606.0,249.6705,278.0,173.44954944989175,3.0,4.0,14.0,25.0,10.2683,10.0,6.252041579547536,53.0,88.0,133.0,216.0,114.7805,104.0,41.074155236265504,1.0,2.0,9.0,17.0,6.6291,7.0,4.476241376834628,1.0,1.0,2.0,4.0,1.8404641044234955,2.0,1.0197150374471575,12.0,12.0,34.0,61.0,26.3506,25.0,13.871074951568506,3.0,employee,1.0,1.0,7.0,12.0,4.3589,3.0,3.5270575276681195,0.0,0.0,9.0,18.0,5.2003,4.0,5.498345486626777,0.0,0.0,3.0,8.0,1.7217,1.0,2.364108290836332,0.0,1.0,7.0,13.0,4.244,3.0,4.156848799173951,7.0,two_day_PCR,0.0,0.0,15.0,28.0,8.5592,7.0,8.756241347533406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,102.0,369.0,582.0,257.5962,284.0,162.44492168368356,2.0,3.0,10.0,17.0,7.2988,7.0,4.4588907511479885,18.0,53.0,105.0,156.0,75.61399999999999,53.0,34.7628285590362,2.0,3.0,10.0,17.0,7.1312,7.0,4.442584857492494,1.0,1.0,3.0,5.0,1.993850582232108,2.0,1.1276027484467883,12.0,17.0,35.0,61.0,27.8962,26.0,13.886004020983398,7.0,employee,1.0,1.0,7.0,13.0,4.599,4.0,3.5017460248456413,0.0,0.0,9.0,19.0,5.7052,5.0,5.56194089132992,0.0,0.0,2.0,7.0,1.376,1.0,1.9630102753001812,0.0,1.0,8.0,14.0,4.673,4.0,4.287646136394549,7.0,two_day_PCR,0.0,1.0,15.0,29.0,9.3042,8.0,8.764345025977324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,105.0,363.25,589.0249999999996,264.8136,282.0,157.00823740715444,0.0,2.0,8.0,15.0,5.882999999999999,6.0,3.887649981960597,35.0,35.0,70.0,113.0,57.0915,62.0,25.32900873738177,2.0,4.0,10.0,18.0,7.5485,7.0,4.316655082481123,1.0,1.0,3.0,5.0,2.1907126893469084,2.0,1.2583295211520316,12.0,22.0,36.0,63.0,29.0905,28.0,13.601603218408155,,employee,1.0,2.0,7.0,13.0,5.0334,5.0,3.525440016895944,0.0,1.0,10.0,19.0,6.35,6.0,5.482655009262854,0.0,0.0,2.0,6.0,1.2651,0.0,1.872584483345071,0.0,0.0,8.0,14.0,5.0087,5.0,4.220521957123201,7.0,two_day_PCR,0.0,2.0,16.0,30.0,10.3834,10.0,8.672215701452384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,431.0,680.0,271.4206,285.0,203.71843563050842,4.0,4.0,19.0,33.0,13.119000000000002,12.0,8.808779623752999,53.0,53.0,131.0,194.0,102.0346,101.0,41.94276483962686,1.0,1.0,10.0,18.0,6.3263,6.0,5.33691639223042,1.0,1.0,2.0,4.0,1.7386058981233243,1.0,0.9389413227504502,12.0,12.0,40.0,71.0,29.1592,27.0,17.50584761815557,2.0,employee,1.0,1.0,9.0,15.0,5.2219,4.0,4.582003913789969,0.0,0.0,12.0,23.024999999999643,6.6308,5.0,7.3875942643665455,0.0,0.0,4.0,12.0,2.6453,1.0,3.6165447390548007,0.0,1.0,7.0,14.0,4.1282,2.0,4.218120910358242,,two_day_PCR,0.0,0.0,19.0,37.0,10.8527,8.0,11.749110897029064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,53.0,376.0,593.0,251.3482,285.0,171.51198265071534,3.0,4.0,14.0,25.0,10.3335,10.0,6.175215873077468,35.0,53.0,94.0,141.0,76.6608,70.0,27.838614229235983,1.0,1.0,8.0,15.0,5.5374,6.0,4.153230811382539,1.0,1.0,2.0,4.0,1.7995698924731185,1.0,1.0094050633067395,12.0,12.0,35.0,59.0,26.5663,25.0,13.728760038518393,3.0,employee,1.0,1.0,7.0,13.0,4.4888,4.0,3.637773755992802,0.0,0.0,9.0,18.0,5.3891,4.0,5.596072979624134,0.0,0.0,3.0,8.0,1.6304,1.0,2.2542635184026376,0.0,1.0,7.0,14.0,4.3591,3.0,4.241644297278412,,two_day_PCR,0.0,0.0,15.0,29.0,8.8779,8.0,8.95192746231386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,101.0,366.0,594.0,258.0176,286.0,163.31783846805038,2.0,3.0,10.0,18.0,7.2949,7.0,4.466982133716038,17.0,18.0,36.0,53.0,27.1918,18.0,11.645470126081033,1.0,2.0,8.0,15.0,5.7217,6.0,4.025328488079413,1.0,1.0,3.0,5.0,2.004092409240924,2.0,1.1482914102418271,12.0,17.0,35.0,61.0,27.741999999999997,26.5,13.896803521486929,7.0,employee,1.0,1.0,7.0,13.0,4.7215,4.0,3.635692447933075,0.0,0.0,9.0,19.0,5.8849,5.0,5.726546194970603,0.0,0.0,2.0,6.0,1.2645,0.0,1.8597004055922168,0.0,0.0,8.0,14.0,4.746,4.0,4.354880078492382,,two_day_PCR,0.0,1.0,15.0,30.0,9.6064,8.0,9.062907517417736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,151.0,346.0,570.0,260.38599999999997,277.0,150.02757690299185,0.0,3.0,8.0,14.0,5.7597,6.0,3.6597124558530485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,14.0,5.7597,6.0,3.6597124558530485,1.0,1.0,3.0,5.0,2.1873367334245555,2.0,1.2595428658193235,12.0,22.0,35.0,62.0,28.8194,28.0,13.302175702787974,,employee,1.0,2.0,8.0,13.0,5.1923,5.0,3.5639571951819105,0.0,1.0,10.0,19.0,6.5878,6.0,5.599020098428499,0.0,0.0,2.0,5.0,0.9691,0.0,1.5024549667436655,0.0,0.0,8.0,14.0,5.2946,5.0,4.410845315315372,,two_day_PCR,0.0,2.0,16.0,30.0,10.7801,10.0,8.824065412441156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,103.0,288.0,465.0,201.9607,196.0,121.47424811376888,4.0,6.0,16.0,25.0,11.1125,10.0,6.056476850544722,158.0,209.0,403.0,558.0,315.7574,308.0,117.56738048513037,4.0,6.0,16.0,25.0,11.1813,10.0,6.08704653535295,1.0,1.0,3.0,5.0,2.209111277072442,2.0,1.2726568872481159,12.0,17.0,39.0,63.0,29.315,27.0,14.719288051535456,2.0,resident,0.0,0.0,6.0,13.0,3.6439999999999997,2.0,3.894532159075568,1.0,1.0,9.0,20.0,6.0287,4.0,5.752128737128617,0.0,0.0,3.0,14.0,2.492,0.0,4.120683681550955,0.0,1.0,10.0,21.0,6.0654,4.0,6.1506020705767535,2.0,two_day_PCR,0.0,1.0,15.0,31.0,8.6727,5.0,9.385402670547963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,104.0,475.0,694.0,307.2981,296.0,205.61117681680926,3.0,6.0,20.0,31.0,13.2996,12.0,8.399303225236421,140.0,208.0,402.0,584.0249999999996,316.233,307.0,126.49895774128322,4.0,6.0,22.0,34.0,14.8333,14.0,9.225346704172221,1.0,1.0,3.0,5.0,2.200372439478585,2.0,1.2531856046718846,12.0,17.0,49.0,77.0,34.4588,30.0,19.51446601878719,3.0,resident,0.0,0.0,9.0,15.0,5.0982,4.0,4.985202301230957,1.0,2.0,15.0,24.0,8.5003,6.0,7.627897376855509,0.0,0.0,10.0,19.0,5.3632,3.0,5.991733960013976,0.0,1.0,5.0,11.0,3.0888,2.0,2.9741888204876963,2.0,two_day_PCR,0.0,1.0,23.0,37.0,12.5985,8.0,12.37875684841217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,104.0,493.0,725.0249999999997,323.7213,335.0,212.5947061363893,1.0,3.0,13.0,21.0,8.7972,8.0,5.937625594441769,104.0,157.0,314.25,467.0,250.3672,246.0,98.56569831258936,4.0,7.0,22.0,35.0,15.4627,14.0,9.431134785397463,1.0,1.0,3.0,5.0,2.18560794044665,2.0,1.2406408789138137,12.0,17.0,47.0,76.0,34.211999999999996,31.0,18.85822418102845,7.0,resident,0.0,0.0,9.0,15.0,5.2215,4.0,4.9403115709276655,1.0,2.0,15.0,24.024999999999643,8.7188,6.0,7.633187611693527,0.0,0.0,8.0,16.0,4.3766,2.0,5.009219666591477,0.0,1.0,6.0,12.0,3.7469,3.0,3.4501058988198183,2.0,two_day_PCR,0.0,1.0,23.0,38.0,12.9403,10.0,12.332905009145104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,104.0,498.0,727.0249999999997,329.4286,343.0,215.0871915108736,1.0,2.0,12.0,20.0,7.9048,8.0,5.85253467962537,104.0,139.0,298.0,451.0,235.1608,231.0,98.2575248898513,4.0,7.0,23.0,36.0,15.7489,15.0,9.59787792775422,1.0,1.0,3.0,5.0,2.181683534929647,2.0,1.2592853174518197,12.0,17.0,49.0,78.0,34.9359,33.0,19.41351796192452,,resident,0.0,0.0,10.0,15.0,5.4216,5.0,4.993891001487063,1.0,2.0,15.0,25.0,9.1156,7.0,7.722577319784245,0.0,0.0,8.0,16.0,4.5359,3.0,5.0241253341788115,0.0,1.0,6.0,12.0,3.8531,3.0,3.5488279484895853,2.0,two_day_PCR,0.0,1.0,24.0,38.0,13.5372,11.0,12.463657185394805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,105.0,474.0,700.0249999999997,318.9297,330.0,200.8409745734589,4.0,7.0,21.0,34.0,14.8085,14.0,8.731222776628567,142.0,208.0,355.0,536.0,288.3172,273.0,107.8430785777173,3.0,6.0,19.0,31.0,13.3454,12.0,7.965365248647072,1.0,1.0,3.0,6.0,2.3679358237547894,2.0,1.394702896588485,12.0,18.0,45.0,76.0,33.5698,30.0,18.263665681029394,2.0,resident,0.0,1.0,9.0,15.0,5.34,4.0,4.844021723180592,1.0,2.0,14.0,24.0,8.6357,7.0,7.365012549275466,0.0,0.0,9.0,18.0,5.2197,3.0,5.597925114411469,0.0,1.0,6.0,12.0,3.4893,2.0,3.360359312851997,3.0,two_day_PCR,0.0,2.0,23.0,37.0,12.9757,10.0,11.956504727993504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,105.0,417.0,624.0,296.9847,322.0,171.22472968796203,3.0,6.0,16.0,27.0,12.0512,12.0,6.649405990011588,106.0,191.0,317.25,483.0,259.4127,247.0,96.48407897917484,3.0,6.0,16.0,27.0,12.2421,12.0,6.639314395294439,1.0,1.0,3.0,6.0,2.3796184496498434,2.0,1.3677888971364265,12.0,18.0,40.0,66.0,30.5004,29.0,14.81020371410891,3.0,resident,0.0,1.0,8.0,13.0,4.8118,4.0,4.0714663751337055,1.0,2.0,12.0,21.0,7.7642,7.0,6.018556360296563,0.0,0.0,7.0,15.0,4.1973,3.0,4.4634252459845944,0.0,1.0,7.0,12.0,3.9464,4.0,3.589124575926858,3.0,two_day_PCR,0.0,2.0,19.0,32.0,11.575999999999999,11.0,9.774516771575554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,147.75,396.0,617.0,288.10200000000003,300.0,164.86958055948156,1.0,4.0,10.0,17.0,7.4313,7.0,4.231414751248064,88.0,122.0,212.0,336.0,181.5095,175.0,63.14581101779363,3.0,6.0,15.0,25.0,11.4899,11.0,6.1025586529103695,1.0,1.0,3.0,6.0,2.34869861347604,2.0,1.3912021806699466,12.0,18.0,35.0,61.0,28.8175,29.0,13.50418564938313,7.0,resident,0.0,1.0,7.0,12.0,4.2985,4.0,3.645452877581641,1.0,2.0,11.0,19.0,7.0516,6.0,5.4468618736321055,0.0,0.0,4.0,11.0,2.7119999999999997,2.0,3.1069955491011267,0.0,1.0,7.0,12.0,4.4877,4.0,3.7612582225023634,3.0,two_day_PCR,0.0,2.0,16.0,30.0,10.3501,9.0,8.762123456716818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,152.0,394.25,612.0,289.8813,312.0,163.016584588793,1.0,3.0,9.0,15.0,6.4201,7.0,4.012483768515365,70.0,104.0,194.0,309.0,163.8055,160.0,58.431192784154405,3.0,6.0,15.0,25.0,11.5253,12.0,5.959791256510762,1.0,1.0,3.0,6.0,2.343693530899892,2.0,1.3800839138247734,12.0,18.0,35.0,61.0,28.8754,29.0,13.181124726096197,,resident,0.0,1.0,7.0,12.0,4.3619,4.0,3.6606377063076985,1.0,2.0,11.0,19.0,7.1027,6.0,5.407335447118458,0.0,0.0,4.0,11.0,2.7192,2.0,3.119282666324942,0.0,1.0,7.0,12.0,4.5647,4.0,3.751722464701409,3.0,two_day_PCR,0.0,2.0,16.0,30.0,10.4646,10.0,8.730805778217363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,154.0,459.0,705.0,325.9592,332.0,187.99782087414033,4.0,9.0,20.0,34.0,15.2993,14.0,8.342798076063799,89.0,125.0,191.0,278.0,162.4727,157.0,50.092096946800424,2.0,5.0,13.0,21.0,9.1462,9.0,5.393935021253163,1.0,1.0,4.0,7.0,2.8082776112520174,2.0,1.7405893523123583,12.0,21.0,42.0,73.0,33.0054,30.0,16.616184297186276,2.0,resident,0.0,1.0,9.0,15.0,5.6961,5.0,4.716966161313508,1.0,2.0,14.0,24.0,8.9632,8.0,7.083224051679901,0.0,0.0,6.0,13.0,3.4183,2.0,3.831082461822367,0.0,1.0,8.0,14.0,4.9269,4.0,4.082820511892879,7.0,two_day_PCR,0.0,3.0,22.0,38.0,13.6593,12.0,11.511449728747714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,198.0,388.0,601.0,293.1264,297.0,152.23919961833099,3.0,8.0,15.0,25.0,11.5313,11.0,5.773591061494964,71.0,102.0,152.0,226.0,128.392,120.0,40.594525832342896,2.0,5.0,10.0,17.0,7.9475,8.0,4.084778120195652,1.0,1.0,4.0,7.0,2.8461449809842114,2.0,1.7640172842061643,12.0,22.0,35.0,61.0,29.1332,28.0,12.628388867172966,3.0,resident,0.0,2.0,7.0,13.0,4.7072,4.0,3.6782361400690697,1.0,3.0,11.0,19.0,7.3222,7.0,5.232946161824453,0.0,0.0,3.0,9.0,2.2027,1.0,2.5558689239856687,0.0,1.0,8.0,14.0,5.3045,5.0,4.051594907209902,7.0,two_day_PCR,0.0,4.0,17.0,30.0,11.0294,10.0,8.538514288951344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,199.0,368.0,577.0,281.8027,290.0,144.10705276625325,2.0,5.0,10.0,17.0,7.6839,7.0,4.0323202688619695,35.0,53.0,105.0,155.0,77.8209,53.0,33.77584793873276,2.0,5.0,10.0,17.0,7.8464,8.0,4.042652760766674,1.0,1.0,4.0,7.0,2.83331422675685,2.0,1.7764168518836156,12.0,22.0,35.0,61.0,28.9525,26.0,12.709130416735638,7.0,resident,0.0,2.0,7.0,13.0,4.5299,4.0,3.5730354949629066,1.0,3.0,10.0,19.0,7.1828,6.0,5.153934464469488,0.0,0.0,3.0,7.0,1.6205,1.0,2.017990827208556,0.0,2.0,8.0,14.0,5.5146,5.0,4.148747769002724,7.0,two_day_PCR,0.0,4.0,16.0,30.0,10.7127,10.0,8.365450184280494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,201.0,374.0,602.0,288.3305,292.0,148.48101538898194,1.0,4.0,8.0,15.0,6.4252,6.0,3.774205800289949,34.0,35.0,70.0,104.0,53.5224,35.0,23.35348446728403,2.0,5.0,10.0,18.0,7.9988,8.0,4.184967139058024,1.0,1.0,4.0,7.0,2.814924691921497,2.0,1.7679422999830787,12.0,23.0,35.0,62.0,29.2808,27.0,13.069140430922008,,resident,0.0,2.0,7.0,13.0,4.6162,4.0,3.6018876883506445,1.0,3.0,10.0,20.0,7.3202,7.0,5.217316743250303,0.0,0.0,2.0,7.0,1.5923,1.0,1.9984694388480904,0.0,2.0,8.0,14.0,5.5074,5.0,4.087495076645372,7.0,two_day_PCR,0.0,4.0,16.0,30.024999999999643,10.9364,10.0,8.461318717046604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,241.0,451.0,683.0,339.4356,332.0,169.20726746383042,4.0,11.0,21.0,34.0,16.1371,15.0,7.762881541217946,54.0,98.0,140.0,203.0,120.7091,116.0,35.335052480269205,1.0,5.0,11.0,19.0,8.0825,7.0,4.749689432475612,1.0,2.0,5.0,8.0,3.364613023459768,3.0,2.068058570723537,12.0,24.0,43.0,74.0,34.4812,30.0,15.931140156393962,2.0,resident,0.0,3.0,10.0,16.0,6.4799,6.0,4.520845030962618,1.0,5.0,15.0,25.0,10.0816,9.0,6.7890758277588485,0.0,0.0,5.0,13.0,3.346,2.0,3.6393417647767135,0.0,2.0,9.0,14.0,5.7082,6.0,4.173175565373442,,two_day_PCR,0.0,7.0,23.0,39.0,15.5615,14.0,10.962419222668018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,235.0,373.0,593.0,296.83099999999996,291.0,136.34928218247123,3.0,9.0,14.0,25.0,11.8671,11.0,5.3683069455784835,36.0,68.0,97.0,147.0,83.7596,82.0,26.561550395937804,1.0,5.0,8.0,15.0,6.6577,6.0,3.498964844850338,1.0,2.0,5.0,8.0,3.3481723949809057,3.0,2.074401300606957,12.0,24.0,35.0,60.0,29.8326,28.0,11.796113430668886,3.0,resident,0.0,3.0,8.0,13.0,5.3025,5.0,3.5741672060945486,1.0,4.0,11.0,20.0,8.1477,8.0,5.167064405003731,0.0,0.0,3.0,8.0,1.8130000000000002,1.0,2.2295578245045093,0.0,3.0,9.0,14.0,6.1338,6.0,4.16288728204984,,two_day_PCR,0.0,7.0,18.0,31.0,12.4502,12.0,8.314122468621829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,233.0,362.0,583.0,291.1116,286.0,132.36196702403393,2.0,6.0,10.0,17.0,8.1799,8.0,3.791539735695346,18.0,18.0,36.0,54.0,28.3454,30.0,11.340227463146036,1.0,5.0,8.0,15.0,6.5567,6.0,3.4206074263961583,1.0,2.0,5.0,8.0,3.445741084087687,3.0,2.114657775518906,12.0,24.0,35.0,61.024999999999636,29.8969,27.0,11.850920420856859,7.0,resident,0.0,3.0,8.0,13.0,5.386,5.0,3.6037345476975733,1.0,5.0,11.0,21.0,8.3312,8.0,5.259854861810992,0.0,0.0,2.0,6.0,1.376,1.0,1.8475295225066508,0.0,3.0,9.0,15.0,6.4373,6.0,4.292937414074904,,two_day_PCR,0.0,7.0,18.0,32.0,12.7172,12.0,8.43303834768806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,231.0,344.0,559.0,283.099,281.0,126.73463838215893,1.0,5.0,8.0,14.0,6.3454,6.0,3.2213252759777875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,14.0,6.3454,6.0,3.2213252759777875,1.0,2.0,5.0,8.0,3.3719912472647704,3.0,2.0532155880314966,12.0,24.0,34.0,60.0,29.6374,27.0,11.53187840995413,,resident,0.0,3.0,8.0,13.0,5.3759,5.0,3.600568788338858,1.0,4.0,11.0,20.0,8.3763,8.0,5.2578952876874245,0.0,0.0,2.0,5.0,1.1693,0.0,1.6279135481505231,0.0,3.0,10.0,15.0,6.4638,6.0,4.336723449452098,,two_day_PCR,0.0,7.0,18.0,32.0,12.7522,12.0,8.435775684022135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
